Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison,Days to Return,Recidivism Type,New Offense Classification,New Offense Type,New Offense Sub Type,Target Population
2013,2016,,Released to Special Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2013,2016,3JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,969,Tech,,,,Yes
2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,1048,New,D Felony,Drug,Drug Possession,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,512,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,242,New,D Felony,Drug,Drug Possession,Yes
2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,361,Tech,,,,Yes
2013,2016,3JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes,307,Tech,,,,Yes
2013,2016,8JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,Yes,1022,New,D Felony,Drug,Trafficking,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2013,2016,2JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Property,Arson,No,,No Recidivism,,,,Yes
2013,2016,7JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,391,Tech,,,,No
2013,2016,7JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,187,Tech,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Violent,Assault,Yes,494,New,D Felony,Public Order,OWI,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2013,2016,3JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,35-44,Male,B Felony,Violent,Murder/Manslaughter,Yes,289,Tech,,,,Yes
2013,2016,,Paroled to Detainer - INS,White - Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,,Paroled to Detainer - INS,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,6JD,Released to Special Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Violent,Sex,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,90,Tech,,,,No
2013,2016,1JD,Paroled w/Immediate Discharge,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes
2013,2016,7JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2013,2016,7JD,Released to Special Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
2013,2016,,Paroled to Detainer - INS,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,,Paroled to Detainer - INS,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,,Paroled to Detainer - INS,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,4JD,Parole Granted,White - Non-Hispanic,25-34,Female,B Felony,Other,Other Criminal,Yes,405,Tech,,,,Yes
2013,2016,,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,418,Tech,,,,Yes
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,45-54,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Hispanic,35-44,Male,D Felony,Public Order,Other Public Order,Yes,108,New,D Felony,Public Order,Other Public Order,Yes
2013,2016,2JD,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Other Violent,Yes,821,New,D Felony,Drug,Drug Possession,Yes
2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,Under 25,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,324,New,D Felony,Property,Burglary,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,No
2013,2016,2JD,Parole Granted,White - Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,168,New,Aggravated Misdemeanor,Violent,Assault,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes,816,New,B Felony,Drug,Trafficking,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No
2013,2016,5JD,Parole Granted,White - Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,281,New,D Felony,Drug,Drug Possession,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,510,Tech,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,636,Tech,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,No
2013,2016,1JD,Parole Granted,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,Yes,386,Tech,,,,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,C Felony,Property,Burglary,Yes,554,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,104,Tech,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,416,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2013,2016,7JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,428,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,6JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes,183,Tech,,,,Yes
2013,2016,3JD,Released to Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,36,Tech,,,,Yes
2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,415,New,D Felony,Property,Theft,No
2013,2016,,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Arson,No,,No Recidivism,,,,Yes
2013,2016,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Hispanic,45-54,Female,D Felony,Violent,Other Violent,Yes,135,Tech,,,,Yes
2013,2016,7JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,359,Tech,,,,Yes
2013,2016,1JD,Parole Granted,Black - Non-Hispanic,55 and Older,Male,B Felony,Drug,Trafficking,Yes,355,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Serious Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Serious Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Paroled w/Immediate Discharge,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes
2013,2016,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes,279,New,D Felony,Property,Burglary,Yes
2013,2016,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Other Drug,Yes,132,New,Aggravated Misdemeanor,Violent,Assault,Yes
2013,2016,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,3JD,Released to Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Sex,Yes,41,Tech,,,,Yes
2013,2016,8JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,253,New,D Felony,Property,Forgery/Fraud,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Weapons,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Weapons,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Weapons,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Weapons,No,,No Recidivism,,,,No
2013,2016,1JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,Yes,336,Tech,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Other Violent,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Other Violent,No,,No Recidivism,,,,No
2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,465,New,D Felony,Property,Forgery/Fraud,Yes
2013,2016,4JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Other,Other Criminal,No,,No Recidivism,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,Black - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Public Order,Other Public Order,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2013,2016,,Discharged - Expiration of Sentence,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,Yes,482,Tech,,,,Yes
2013,2016,3JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,161,Tech,,,,Yes
2013,2016,6JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes
2013,2016,7JD,Parole Granted,Black - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,Black - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,Yes,199,Tech,,,,Yes
2013,2016,,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
2013,2016,,Paroled to Detainer - Out of State,White - Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,,Paroled to Detainer - Out of State,White - Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,196,Tech,,,,Yes
2013,2016,5JD,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Other Violent,No,,No Recidivism,,,,Yes
2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Burglary,Yes,437,New,Aggravated Misdemeanor,Property,Theft,Yes
2013,2016,8JD,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,8JD,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes
2013,2016,5JD,Parole Granted,Black - Non-Hispanic,35-44,Female,C Felony,Property,Theft,Yes,606,Tech,,,,Yes
2013,2016,3JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,601,New,D Felony,Drug,Trafficking,Yes
2013,2016,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,545,New,Simple Misdemeanor,Public Order,Other Public Order,Yes
2013,2016,,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,586,New,D Felony,Drug,Trafficking,No
2013,2016,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,3JD,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,189,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2013,2016,4JD,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes
2013,2016,4JD,Parole Granted,White - Non-Hispanic,45-54,Female,B Felony,Other,Other Criminal,Yes,412,Tech,,,,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Murder/Manslaughter,Yes,271,New,D Felony,Public Order,Traffic,Yes
2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,651,Tech,,,,Yes
2013,2016,2JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes
