Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Main Supervising District,Release Type,Release type: Paroled to Detainder united,Part of Target Population,Recidivism - Return to Prison numeric
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,7JD,Paroled to Detainer - Out of State,Paroled to Detainer,Yes,1
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Violent,Assault,1JD,Parole,Parole,Yes,1
2013,2016,American Indian or Alaska Native - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,5JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,3JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Other Criminal,7JD,Special Sentence,Special Sentence,Yes,1
2013,2016,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,7JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,7JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,45-54,C Felony,Violent,Assault,7JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,3JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Hispanic,25-34,D Felony,Property,Theft,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,C Felony,Violent,Other Violent,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,45-54,D Felony,Violent,Murder/Manslaughter,1JD,Parole,Parole,Yes,1
2013,2016,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,35-44,C Felony,Property,Burglary,1JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,35-44,D Felony,Property,Theft,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,3JD,Paroled to Detainer - Out of State,Paroled to Detainer,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,5JD,Parole,Parole,Yes,1
2013,2016,American Indian or Alaska Native - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,6JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,8JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,6JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,55 and Older,C Felony,Drug,Trafficking,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,Under 25,C Felony,Violent,Sex,5JD,Special Sentence,Special Sentence,Yes,1
2013,2016,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,1JD,Paroled to Detainer - Out of State,Paroled to Detainer,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,6JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Burglary,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,D Felony,Other,Other Violent,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,5JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,7JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,D Felony,Violent,Sex,8JD,Special Sentence,Special Sentence,Yes,1
2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,B Felony,Other,Other Criminal,5JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,5JD,Parole,Parole,Yes,1
2013,2016,White - Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,7JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Other Violent,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,5JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Vandalism,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Alcohol,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,35-44,D Felony,Property,Burglary,7JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Burglary,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,45-54,Special Sentence 2005,Violent,Sex,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Theft,4JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,C Felony,Property,Theft,5JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Other Public Order,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,25-34,D Felony,Property,Theft,,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Sex,6JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,Under 25,D Felony,Public Order,Other Public Order,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Hispanic,25-34,D Felony,Property,Burglary,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Other,Other Criminal,8JD,Special Sentence,Special Sentence,Yes,1
2013,2016,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Sex,4JD,Special Sentence,Special Sentence,Yes,1
2013,2016,Black - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,7JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,6JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,45-54,B Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Violent,Assault,5JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,35-44,D Felony,Property,Vandalism,2JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,7JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,25-34,D Felony,Violent,Sex,8JD,Special Sentence,Special Sentence,Yes,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Weapons,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,OWI,8JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,1JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Vandalism,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,2JD,Parole,Parole,Yes,1
2013,2016,American Indian or Alaska Native - Non-Hispanic,25-34,C Felony,Drug,Trafficking,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,8JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,2JD,Parole,Parole,Yes,1
2013,2016,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Public Order,OWI,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,7JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,Under 25,D Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Alcohol,5JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,5JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,35-44,D Felony,Public Order,Traffic,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Other Violent,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,B Felony,Property,Arson,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Theft,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,2JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,D Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Burglary,2JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,1JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,B Felony,Violent,Murder/Manslaughter,,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Sex,8JD,Special Sentence,Special Sentence,Yes,1
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,45-54,C Felony,Property,Theft,5JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Burglary,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Hispanic,25-34,D Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,Under 25,C Felony,Violent,Sex,1JD,Special Sentence,Special Sentence,Yes,1
2013,2016,White - Hispanic,Under 25,C Felony,Violent,Assault,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Theft,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,7JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,8JD,Paroled to Detainer - Iowa,Paroled to Detainer,Yes,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,5JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,35-44,D Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,35-44,D Felony,Violent,Assault,6JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,6JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Violent,Robbery,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Sex,4JD,Special Sentence,Special Sentence,Yes,1
2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,4JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Burglary,6JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Hispanic,25-34,D Felony,Property,Burglary,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,2JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Violent,Kidnap,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,Flight/Escape,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Burglary,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,8JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,4JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,8JD,Paroled to Detainer - Iowa,Paroled to Detainer,Yes,1
2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,5JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,3JD,Paroled to Detainer - Iowa,Paroled to Detainer,Yes,1
2013,2016,White - Non-Hispanic,Under 25,C Felony,Property,Vandalism,5JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,55 and Older,C Felony,Property,Theft,,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,Traffic,5JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Hispanic,Under 25,C Felony,Drug,Trafficking,2JD,Parole,Parole,Yes,1
2013,2016,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,1JD,Parole,Parole,Yes,1
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,,Discharged End of Sentence,Discharged End of Sentence,No,1
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,,Discharged End of Sentence,Discharged End of Sentence,No,1
